level,key_fields,carat_bucket,Shape,Color,Clarity,TypeName,Report,Cut,Polish,Symmetry,count,median_internal_rate_per_ct,median_usd_per_ct
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,D,VS1,CVD,IGI,EX,EX,EX,10,22125.0,130.1471
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,D,VS1,CVD,IGI,ID,EX,EX,43,22125.0,130.1471
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,D,VS1,HPHT,IGI,EX,EX,EX,13,26526.315789,156.0372
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,D,VS1,HPHT,IGI,ID,EX,EX,76,26191.860465,154.0698
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,D,VS2,HPHT,IGI,EX,EX,EX,3,20454.545455,120.3209
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,D,VS2,HPHT,IGI,ID,EX,EX,44,20545.454545,120.8556
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,D,VVS1,HPHT,IGI,EX,EX,EX,35,36081.081081,212.2417
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,D,VVS1,HPHT,IGI,ID,EX,EX,63,35131.578947,206.6563
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,D,VVS2,CVD,IGI,EX,EX,EX,57,22875.0,134.5588
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,D,VVS2,CVD,IGI,ID,EX,EX,180,22875.0,134.5588
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,D,VVS2,HPHT,IGI,EX,EX,EX,69,28451.612903,167.3624
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,D,VVS2,HPHT,IGI,ID,EX,EX,150,28350.0,166.7647
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,E,VS1,CVD,IGI,ID,EX,EX,1,24996.774194,147.0398
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,E,VS1,HPHT,IGI,ID,EX,EX,15,22791.176471,134.0657
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,E,VS2,CVD,IGI,ID,EX,EX,2,23329.782446,137.234
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,E,VS2,HPHT,IGI,ID,EX,EX,1,22792.857143,134.0756
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,E,VVS2,CVD,IGI,ID,EX,EX,3,27793.548387,163.4915
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,E,VVS2,HPHT,IGI,ID,EX,EX,15,23348.780488,137.3458
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,F,VS1,HPHT,IGI,ID,EX,EX,4,22918.181818,134.8128
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,F,VS2,HPHT,IGI,ID,EX,EX,1,20368.085106,119.8123
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,F,VVS2,CVD,IGI,ID,EX,EX,1,25078.125,147.5184
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.30-0.49,ROUND,F,VVS2,HPHT,IGI,ID,EX,EX,1,25887.096774,152.277
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,CUSHION,D,VVS2,HPHT,IGI,-,EX,EX,1,44464.285714,261.5546
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,EMERALD,D,VS1,CVD,IGI,-,EX,EX,5,36253.846154,213.2579
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,EMERALD,D,VVS2,CVD,IGI,-,EX,EX,29,36111.111111,212.4183
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,EMERALD,D,VVS2,HPHT,IGI,-,EX,EX,4,37901.886792,222.9523
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,HEART,D,VS1,HPHT,IGI,-,EX,EX,9,52488.679245,308.7569
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,HEART,D,VVS1,CVD,IGI,-,EX,EX,1,47817.1875,281.2776
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,HEART,D,VVS1,HPHT,IGI,-,EX,EX,2,58828.193033,346.0482
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,HEART,D,VVS2,HPHT,IGI,-,EX,EX,12,51354.030875,302.0825
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,HEART,E,VS1,HPHT,IGI,-,EX,EX,1,46627.118644,274.2772
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,HEART,E,VVS2,HPHT,IGI,-,EX,EX,1,55638.0,327.2824
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,MARQUISE,D,VS1,HPHT,IGI,-,EX,EX,4,42059.748428,247.4103
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,MARQUISE,D,VVS1,CVD,IGI,-,EX,EX,1,58548.0,344.4
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,MARQUISE,D,VVS1,HPHT,IGI,-,EX,EX,4,58548.0,344.4
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,MARQUISE,D,VVS2,CVD,IGI,-,EX,EX,12,53277.777778,313.3987
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,MARQUISE,D,VVS2,HPHT,IGI,-,EX,EX,6,41850.637523,246.1802
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,MARQUISE,E,VS1,CVD,IGI,-,EX,EX,1,41783.333333,245.7843
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,MARQUISE,E,VVS2,CVD,IGI,-,EX,EX,2,43984.615385,258.733
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,MARQUISE,E,VVS2,HPHT,IGI,-,EX,EX,1,32739.130435,192.5831
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,OVAL,D,VS1,CVD,IGI,-,EX,EX,2,40066.312997,235.6842
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,OVAL,D,VS1,HPHT,IGI,-,EX,EX,5,41803.278689,245.9016
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,OVAL,D,VVS1,CVD,IGI,冰花切,EX,EX,1,58358.490566,343.2852
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,OVAL,D,VVS1,HPHT,IGI,-,EX,EX,4,55584.0,326.9647
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,OVAL,D,VVS2,HPHT,IGI,-,EX,EX,24,42404.716981,249.4395
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,OVAL,E,VS1,HPHT,IGI,-,EX,EX,3,43635.294118,256.6782
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,OVAL,E,VVS2,CVD,IGI,-,EX,EX,1,39272.727273,231.016
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,OVAL,E,VVS2,HPHT,IGI,-,EX,EX,3,44508.0,261.8118
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PEAR,D,VS1,CVD,IGI,-,EX,EX,5,42059.016393,247.406
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PEAR,D,VS1,CVD,IGI,传统切,EX,EX,1,48589.285714,285.8193
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PEAR,D,VS1,HPHT,IGI,-,EX,EX,5,47307.692308,278.2805
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PEAR,D,VVS1,HPHT,IGI,-,EX,EX,5,58676.470588,345.1557
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PEAR,D,VVS2,CVD,IGI,-,EX,EX,14,47034.545455,276.6738
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PEAR,D,VVS2,CVD,IGI,传统切,EX,EX,1,49714.285714,292.437
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PEAR,D,VVS2,HPHT,IGI,-,EX,EX,3,48809.433962,287.1143
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PEAR,E,VS1,CVD,IGI,-,EX,EX,7,46153.846154,271.4932
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PEAR,E,VS1,HPHT,IGI,-,EX,EX,2,46323.581933,272.4917
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PEAR,E,VVS1,CVD,IGI,传统切,EX,EX,1,44190.47619,259.944
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PEAR,E,VVS2,CVD,IGI,-,EX,EX,7,49700.0,292.3529
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PEAR,E,VVS2,HPHT,IGI,-,EX,EX,1,48235.294118,283.737
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PRINCESS,D,VS1,HPHT,IGI,-,EX,EX,4,43390.384615,255.2376
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PRINCESS,D,VVS1,HPHT,IGI,-,EX,EX,5,53498.076923,314.6946
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PRINCESS,D,VVS2,CVD,IGI,-,EX,EX,9,38908.928571,228.8761
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PRINCESS,D,VVS2,HPHT,IGI,-,EX,EX,1,41111.320755,241.8313
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PRINCESS,E,VS1,HPHT,IGI,-,EX,EX,3,42571.698113,250.4218
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PRINCESS,E,VVS2,CVD,IGI,-,EX,EX,3,39900.0,234.7059
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,PRINCESS,E,VVS2,HPHT,IGI,-,EX,EX,1,41405.660377,243.5627
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,RADIANT,D,VS1,CVD,IGI,-,EX,EX,3,39656.603774,233.2741
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,RADIANT,D,VS1,HPHT,IGI,-,EX,EX,8,39230.769231,230.7692
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,RADIANT,D,VVS2,HPHT,IGI,-,EX,EX,24,40673.076923,239.2534
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,D,IF,HPHT,IGI,ID,EX,EX,9,33929.411765,199.5848
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,D,VS1,CVD,IGI,EX,EX,EX,2,23903.773585,140.6104
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,D,VS1,CVD,IGI,ID,EX,EX,58,24230.769231,142.5339
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,D,VS1,HPHT,IGI,EX,EX,EX,174,24900.0,146.4706
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,D,VS1,HPHT,IGI,ID,EX,EX,1076,19823.529412,116.609
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,D,VS1,HPHT,IGI,ID,VG,EX,1,22734.375,133.7316
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,D,VS2,HPHT,IGI,ID,EX,EX,15,20076.0,118.0941
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,D,VVS1,CVD,IGI,ID,EX,EX,1,23564.705882,138.6159
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,D,VVS1,HPHT,IGI,EX,EX,EX,6,29711.538462,174.7738
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,D,VVS1,HPHT,IGI,ID,EX,EX,54,28096.153846,165.2715
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,D,VVS2,CVD,IGI,EX,EX,EX,5,25000.0,147.0588
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,D,VVS2,CVD,IGI,ID,EX,EX,100,25555.555556,150.3268
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,D,VVS2,HPHT,IGI,EX,EX,EX,200,29150.943396,171.4761
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,D,VVS2,HPHT,IGI,ID,EX,EX,1235,20470.588235,120.4152
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,E,VS1,CVD,IGI,ID,EX,EX,4,19770.0,116.2941
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,E,VS1,HPHT,IGI,EX,EX,EX,2,22635.882353,133.1522
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,E,VS1,HPHT,IGI,ID,EX,EX,24,20523.529412,120.7266
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,E,VS2,HPHT,IGI,EX,EX,EX,1,22451.612903,132.0683
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,E,VS2,HPHT,IGI,ID,EX,EX,8,20694.0,121.7294
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,E,VVS1,HPHT,IGI,EX,EX,EX,4,26460.0,155.6471
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,E,VVS1,HPHT,IGI,ID,EX,EX,24,23864.705882,140.3806
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,E,VVS2,HPHT,IGI,EX,EX,EX,12,25513.606676,150.08
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,E,VVS2,HPHT,IGI,ID,EX,EX,35,22415.09434,131.8535
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,F,VS1,HPHT,IGI,ID,EX,EX,1,21618.0,127.1647
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,F,VS2,HPHT,IGI,EX,EX,EX,1,22846.153846,134.3891
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,F,VS2,HPHT,IGI,ID,EX,EX,2,20491.117647,120.536
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.50-0.69,ROUND,F,VVS2,HPHT,IGI,ID,EX,EX,3,24181.818182,142.246
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,CUSHION,D,VVS2,HPHT,IGI,-,EX,EX,5,33896.103896,199.3888
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,EMERALD,D,VS1,CVD,IGI,-,EX,EX,1,25657.894737,150.9288
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,EMERALD,D,VS1,HPHT,IGI,-,EX,EX,3,26088.311688,153.4607
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,EMERALD,D,VVS1,CVD,IGI,-,EX,EX,1,47915.492958,281.8558
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,EMERALD,D,VVS2,HPHT,IGI,-,EX,EX,3,30050.0,176.7647
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,EMERALD,E,VVS2,CVD,IGI,-,EX,EX,1,38662.5,227.4265
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,HEART,D,VS1,CVD,IGI,传统切,EX,EX,1,38662.5,227.4265
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,HEART,D,VS1,HPHT,IGI,-,EX,EX,3,41216.666667,242.451
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,HEART,D,VVS2,HPHT,IGI,-,EX,EX,3,42101.408451,247.6553
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,MARQUISE,D,VS1,CVD,IGI,-,EX,EX,12,32054.794521,188.5576
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,MARQUISE,D,VVS1,HPHT,IGI,-,EX,EX,3,38385.542169,225.7973
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,MARQUISE,D,VVS2,CVD,IGI,-,EX,EX,1,32571.428571,191.5966
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,MARQUISE,E,VS1,CVD,IGI,-,EX,EX,8,29638.356164,174.3433
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,MARQUISE,E,VVS1,HPHT,IGI,-,EX,EX,1,40054.054054,235.6121
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,MARQUISE,E,VVS2,CVD,IGI,-,EX,EX,5,32142.857143,189.0756
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,MARQUISE,E,VVS2,HPHT,IGI,-,EX,EX,1,30405.405405,178.8553
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,MARQUISE,F,VVS1,HPHT,IGI,-,EX,EX,1,39771.428571,233.9496
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,OVAL,D,VS1,CVD,IGI,-,EX,EX,2,38542.364185,226.7198
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,OVAL,D,VS1,CVD,IGI,传统切,EX,EX,1,41957.142857,246.8067
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,OVAL,D,VS1,HPHT,IGI,-,EX,EX,7,37737.5,221.9853
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,OVAL,D,VVS1,HPHT,IGI,-,EX,EX,8,43495.774648,255.8575
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,OVAL,D,VVS2,HPHT,IGI,-,EX,EX,20,39423.259557,231.9015
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,OVAL,E,VS1,HPHT,IGI,-,EX,EX,6,35950.684932,211.4746
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,OVAL,E,VVS2,HPHT,IGI,-,EX,EX,3,38858.571429,228.5798
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,PEAR,D,VS1,CVD,IGI,-,EX,EX,5,40838.028169,240.2237
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,PEAR,D,VS1,CVD,IGI,传统切,EX,EX,2,30788.435188,181.1084
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,PEAR,D,VS1,HPHT,IGI,-,EX,EX,1,41421.428571,243.6555
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,PEAR,D,VVS1,CVD,IGI,传统切,EX,EX,1,35385.542169,208.1502
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,PEAR,D,VVS2,CVD,IGI,-,EX,EX,9,40838.028169,240.2237
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,PEAR,D,VVS2,CVD,IGI,传统切,EX,EX,3,33542.168675,197.3069
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,PEAR,D,VVS2,HPHT,IGI,-,EX,EX,1,41421.428571,243.6555
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,PEAR,E,VS1,CVD,IGI,-,EX,EX,1,31346.153846,184.3891
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,PEAR,E,VVS2,CVD,IGI,-,EX,EX,5,39883.333333,234.6078
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,PEAR,E,VVS2,CVD,IGI,传统切,EX,EX,3,31662.650602,186.2509
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,PRINCESS,D,VS1,CVD,IGI,-,EX,EX,1,31280.898876,184.0053
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,PRINCESS,D,VS1,HPHT,IGI,-,EX,EX,1,28134.615385,165.4977
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,PRINCESS,D,VVS2,HPHT,IGI,-,EX,EX,2,31791.428571,187.0084
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,PRINCESS,E,VS1,HPHT,IGI,-,EX,EX,2,31129.225352,183.1131
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,PRINCESS,E,VVS2,HPHT,IGI,-,EX,EX,2,30693.808685,180.5518
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,ROUND,D,VS1,HPHT,IGI,EX,EX,EX,12,21591.549296,127.0091
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,ROUND,D,VS1,HPHT,IGI,ID,EX,EX,118,21410.958904,125.9468
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,ROUND,D,VS2,HPHT,IGI,ID,EX,EX,4,19508.571429,114.7563
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,ROUND,D,VVS1,HPHT,IGI,EX,EX,EX,1,30493.150685,179.3715
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,ROUND,D,VVS1,HPHT,IGI,ID,EX,EX,46,25309.859155,148.8815
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,ROUND,D,VVS2,HPHT,IGI,EX,EX,EX,34,23104.166667,135.9069
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,ROUND,D,VVS2,HPHT,IGI,ID,EX,EX,197,22684.931507,133.4408
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,ROUND,E,VS1,CVD,IGI,ID,EX,EX,2,22321.396469,131.3023
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,ROUND,E,VS1,HPHT,IGI,EX,EX,EX,2,20640.926641,121.4172
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,ROUND,E,VS1,HPHT,IGI,ID,EX,EX,5,20067.567568,118.0445
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,ROUND,E,VS2,HPHT,IGI,EX,EX,EX,1,20208.333333,118.8725
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,ROUND,E,VS2,HPHT,IGI,ID,EX,EX,5,19191.549296,112.8915
A,carat_bucket+Shape+Color+Clarity+TypeName+Report+Cut+Polish+Symmetry,0.70-0.89,ROUND,E,VVS1,HPHT,IGI,ID,EX,EX,6,23004.166667,135.3186
