level,key_fields,carat_bucket,Shape,Color,Clarity,TypeName,Report,Cut,Polish,Symmetry,count,median_internal_rate_per_ct,median_usd_per_ct
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.50-0.69,ROUND,D,IF,HPHT,IGI,,,,9,33929.411765,199.5848
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.50-0.69,ROUND,D,VS1,CVD,IGI,,,,60,24230.769231,142.5339
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.50-0.69,ROUND,D,VS1,HPHT,IGI,,,,1251,19823.529412,116.609
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.50-0.69,ROUND,D,VS2,HPHT,IGI,,,,15,20076.0,118.0941
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.50-0.69,ROUND,D,VVS1,CVD,IGI,,,,1,23564.705882,138.6159
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.50-0.69,ROUND,D,VVS1,HPHT,IGI,,,,60,28393.79085,167.0223
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.50-0.69,ROUND,D,VVS2,CVD,IGI,,,,105,25555.555556,150.3268
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.50-0.69,ROUND,D,VVS2,HPHT,IGI,,,,1435,20470.588235,120.4152
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.50-0.69,ROUND,E,VS1,CVD,IGI,,,,4,19770.0,116.2941
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.50-0.69,ROUND,E,VS1,HPHT,IGI,,,,26,20523.529412,120.7266
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.50-0.69,ROUND,E,VS2,HPHT,IGI,,,,9,20694.0,121.7294
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.50-0.69,ROUND,E,VVS1,HPHT,IGI,,,,28,23864.705882,140.3806
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.50-0.69,ROUND,E,VVS2,HPHT,IGI,,,,47,23294.117647,137.0242
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.50-0.69,ROUND,F,VS1,HPHT,IGI,,,,1,21618.0,127.1647
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.50-0.69,ROUND,F,VS2,HPHT,IGI,,,,3,20694.0,121.7294
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.50-0.69,ROUND,F,VVS2,HPHT,IGI,,,,3,24181.818182,142.246
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,CUSHION,D,VVS2,HPHT,IGI,,,,5,33896.103896,199.3888
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,EMERALD,D,VS1,CVD,IGI,,,,1,25657.894737,150.9288
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,EMERALD,D,VS1,HPHT,IGI,,,,3,26088.311688,153.4607
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,EMERALD,D,VVS1,CVD,IGI,,,,1,47915.492958,281.8558
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,EMERALD,D,VVS2,HPHT,IGI,,,,3,30050.0,176.7647
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,EMERALD,E,VVS2,CVD,IGI,,,,1,38662.5,227.4265
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,HEART,D,VS1,CVD,IGI,,,,1,38662.5,227.4265
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,HEART,D,VS1,HPHT,IGI,,,,3,41216.666667,242.451
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,HEART,D,VVS2,HPHT,IGI,,,,3,42101.408451,247.6553
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,MARQUISE,D,VS1,CVD,IGI,,,,12,32054.794521,188.5576
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,MARQUISE,D,VVS1,HPHT,IGI,,,,3,38385.542169,225.7973
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,MARQUISE,D,VVS2,CVD,IGI,,,,1,32571.428571,191.5966
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,MARQUISE,E,VS1,CVD,IGI,,,,8,29638.356164,174.3433
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,MARQUISE,E,VVS1,HPHT,IGI,,,,1,40054.054054,235.6121
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,MARQUISE,E,VVS2,CVD,IGI,,,,5,32142.857143,189.0756
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,MARQUISE,E,VVS2,HPHT,IGI,,,,1,30405.405405,178.8553
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,MARQUISE,F,VVS1,HPHT,IGI,,,,1,39771.428571,233.9496
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,OVAL,D,VS1,CVD,IGI,,,,3,38815.714286,228.3277
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,OVAL,D,VS1,HPHT,IGI,,,,7,37737.5,221.9853
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,OVAL,D,VVS1,HPHT,IGI,,,,8,43495.774648,255.8575
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,OVAL,D,VVS2,HPHT,IGI,,,,20,39423.259557,231.9015
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,OVAL,E,VS1,HPHT,IGI,,,,6,35950.684932,211.4746
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,OVAL,E,VVS2,HPHT,IGI,,,,3,38858.571429,228.5798
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,PEAR,D,VS1,CVD,IGI,,,,7,40838.028169,240.2237
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,PEAR,D,VS1,HPHT,IGI,,,,1,41421.428571,243.6555
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,PEAR,D,VVS1,CVD,IGI,,,,1,35385.542169,208.1502
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,PEAR,D,VVS2,CVD,IGI,,,,12,40270.833333,236.8873
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,PEAR,D,VVS2,HPHT,IGI,,,,1,41421.428571,243.6555
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,PEAR,E,VS1,CVD,IGI,,,,1,31346.153846,184.3891
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,PEAR,E,VVS2,CVD,IGI,,,,8,37054.445554,217.9673
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,PRINCESS,D,VS1,CVD,IGI,,,,1,31280.898876,184.0053
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,PRINCESS,D,VS1,HPHT,IGI,,,,1,28134.615385,165.4977
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,PRINCESS,D,VVS2,HPHT,IGI,,,,2,31791.428571,187.0084
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,PRINCESS,E,VS1,HPHT,IGI,,,,2,31129.225352,183.1131
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,PRINCESS,E,VVS2,HPHT,IGI,,,,2,30693.808685,180.5518
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,ROUND,D,VS1,HPHT,IGI,,,,130,21410.958904,125.9468
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,ROUND,D,VS2,HPHT,IGI,,,,4,19508.571429,114.7563
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,ROUND,D,VVS1,HPHT,IGI,,,,47,25309.859155,148.8815
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,ROUND,D,VVS2,HPHT,IGI,,,,231,22684.931507,133.4408
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,ROUND,E,VS1,CVD,IGI,,,,2,22321.396469,131.3023
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,ROUND,E,VS1,HPHT,IGI,,,,7,20067.567568,118.0445
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,ROUND,E,VS2,HPHT,IGI,,,,6,19328.631791,113.6978
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,ROUND,E,VVS1,HPHT,IGI,,,,6,23004.166667,135.3186
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.70-0.89,ROUND,E,VVS2,HPHT,IGI,,,,12,21823.087172,128.3711
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.90-0.99,PEAR,E,VVS2,CVD,IGI,,,,1,32557.894737,191.517
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.90-0.99,PRINCESS,F,VVS2,CVD,IGI,,,,1,25255.102041,148.5594
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.90-0.99,RADIANT,D,VS1,CVD,IGI,,,,2,24745.967742,145.5645
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,0.90-0.99,ROUND,D,VVS2,CVD,IGI,,,,1,25606.060606,150.6239
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,ASSCHER,D,VS1,HPHT,IGI,,,,10,19871.287129,116.8899
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,ASSCHER,D,VS2,HPHT,IGI,,,,3,19455.445545,114.4438
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,ASSCHER,D,VVS1,CVD,IGI,,,,2,35224.752475,207.2044
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,ASSCHER,D,VVS1,HPHT,IGI,,,,1,34350.0,202.0588
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,ASSCHER,D,VVS2,CVD,IGI,,,,1,18027.522936,106.0443
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,ASSCHER,D,VVS2,HPHT,IGI,,,,13,21176.470588,124.5675
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,ASSCHER,E,VS1,HPHT,IGI,,,,5,19411.764706,114.1869
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,ASSCHER,E,VS2,HPHT,IGI,,,,1,18683.168317,109.901
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,ASSCHER,E,VVS2,HPHT,IGI,,,,2,20382.344777,119.8961
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,D,IF,HPHT,IGI,,,,1,30276.595745,178.0976
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,D,VS1,CVD,IGI,,,,11,20405.825243,120.0343
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,D,VS1,HPHT,IGI,,,,7,18932.038835,111.3649
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,D,VS2,CVD,IGI,,,,3,20095.890411,118.2111
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,D,VS2,HPHT,IGI,,,,3,19650.0,115.5882
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,D,VVS1,CVD,IGI,,,,4,34827.271478,204.8663
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,D,VVS1,HPHT,IGI,,,,3,34009.345794,200.055
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,D,VVS2,CVD,IGI,,,,7,20186.915888,118.7466
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,D,VVS2,HPHT,IGI,,,,11,21407.76699,125.928
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,E,VS1,CVD,IGI,,,,29,19320.0,113.6471
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,E,VS1,HPHT,IGI,,,,6,19154.417365,112.673
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,E,VS2,CVD,IGI,,,,4,19833.326733,116.6666
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,E,VS2,HPHT,IGI,,,,1,18794.117647,110.5536
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,E,VVS1,HPHT,IGI,,,,1,31841.584158,187.3034
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,E,VVS2,CVD,IGI,,,,24,19900.990099,117.0646
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,E,VVS2,HPHT,IGI,,,,3,19057.142857,112.1008
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,F,VS1,CVD,IGI,,,,1,20100.0,118.2353
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,F,VVS2,CVD,IGI,,,,1,20106.870229,118.2757
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,F,VVS2,HPHT,IGI,,,,1,19470.0,114.5294
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,CUSHION,G,VS2,CVD,IGI,,,,1,20120.300752,118.3547
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,EMERALD,D,VS1,CVD,IGI,,,,23,19612.871287,115.3698
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,EMERALD,D,VS1,HPHT,IGI,,,,14,19721.331683,116.0078
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,EMERALD,D,VS2,CVD,IGI,,,,1,19131.0,112.5353
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,EMERALD,D,VS2,HPHT,IGI,,,,7,18920.792079,111.2988
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,EMERALD,D,VVS1,CVD,IGI,,,,6,29352.475248,172.6616
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,EMERALD,D,VVS1,HPHT,IGI,,,,15,28805.825243,169.446
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,EMERALD,D,VVS2,CVD,IGI,,,,23,19420.588235,114.2388
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,EMERALD,D,VVS2,HPHT,IGI,,,,29,19314.285714,113.6134
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,EMERALD,E,VS1,CVD,IGI,,,,26,18908.910891,111.2289
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,EMERALD,E,VS1,HPHT,IGI,,,,10,18920.792079,111.2988
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,EMERALD,E,VS2,HPHT,IGI,,,,7,18772.277228,110.4252
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,EMERALD,E,VVS1,CVD,IGI,,,,3,28055.555556,165.0327
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,EMERALD,E,VVS2,CVD,IGI,,,,17,18905.882353,111.2111
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,EMERALD,E,VVS2,HPHT,IGI,,,,1,18980.19802,111.6482
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,EMERALD,F,VS1,HPHT,IGI,,,,2,18299.563107,107.6445
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,EMERALD,F,VS2,HPHT,IGI,,,,1,18240.0,107.2941
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,D,VS1,CVD,IGI,,,,49,26000.0,152.9412
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,D,VS1,HPHT,IGI,,,,12,26084.158416,153.4362
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,D,VS2,CVD,IGI,,,,11,26583.0,156.3706
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,D,VS2,HPHT,IGI,,,,1,26009.708738,152.9983
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,D,VVS1,CVD,IGI,,,,9,34269.230769,201.5837
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,D,VVS1,HPHT,IGI,,,,11,36235.294118,213.1488
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,D,VVS2,CVD,IGI,,,,52,27207.920792,160.0466
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,D,VVS2,HPHT,IGI,,,,30,44171.428571,259.8319
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,E,VS1,CVD,IGI,,,,34,25528.846154,150.1697
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,E,VS1,HPHT,IGI,,,,2,26505.0,155.9118
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,E,VS2,CVD,IGI,,,,4,25198.043975,148.2238
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,E,VVS1,CVD,IGI,,,,1,31363.636364,184.492
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,E,VVS2,CVD,IGI,,,,26,26397.117065,155.2772
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,E,VVS2,HPHT,IGI,,,,5,26910.0,158.2941
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,F,VS1,CVD,IGI,,,,1,24705.882353,145.3287
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,F,VS1,HPHT,IGI,,,,1,25470.588235,149.827
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,F,VS2,CVD,IGI,,,,1,24653.465347,145.0204
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,F,VVS2,CVD,IGI,,,,6,24638.256161,144.9309
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,HEART,F,VVS2,HPHT,IGI,,,,1,26910.0,158.2941
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,MARQUISE,D,VS1,CVD,IGI,,,,30,23544.117647,138.4948
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,MARQUISE,D,VS2,CVD,IGI,,,,8,23274.0,136.9059
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,MARQUISE,D,VS2,HPHT,IGI,,,,3,23190.0,136.4118
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,MARQUISE,D,VVS1,CVD,IGI,,,,16,31424.271845,184.8487
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,MARQUISE,D,VVS1,HPHT,IGI,,,,19,31368.932039,184.5231
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,MARQUISE,D,VVS2,CVD,IGI,,,,23,24157.281553,142.1017
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,MARQUISE,D,VVS2,HPHT,IGI,,,,4,23114.285714,135.9664
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,MARQUISE,E,VS1,CVD,IGI,,,,65,21090.0,124.0588
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,MARQUISE,E,VS1,HPHT,IGI,,,,2,20521.468012,120.7145
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,MARQUISE,E,VS2,CVD,IGI,,,,4,20143.301887,118.49
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,MARQUISE,E,VVS1,CVD,IGI,,,,1,28823.529412,169.5502
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,MARQUISE,E,VVS1,HPHT,IGI,,,,1,32400.0,190.5882
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,MARQUISE,E,VVS2,CVD,IGI,,,,155,22096.039604,129.9767
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,MARQUISE,F,VS1,CVD,IGI,,,,2,19559.500693,115.0559
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,MARQUISE,F,VS2,HPHT,IGI,,,,1,19008.196721,111.8129
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,MARQUISE,F,VVS2,CVD,IGI,,,,7,21349.514563,125.5854
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,D,IF,HPHT,IGI,,,,4,38827.261367,228.3957
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,D,VS1,CVD,IGI,,,,119,19194.174757,112.9069
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,D,VS1,HPHT,IGI,,,,68,33128.706199,194.8747
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,D,VS2,CVD,IGI,,,,3,19022.330097,111.8961
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,D,VS2,HPHT,IGI,,,,17,18865.384615,110.9729
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,D,VVS1,CVD,IGI,,,,8,22431.683168,131.9511
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,D,VVS1,HPHT,IGI,,,,44,22514.851485,132.4403
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,D,VVS2,CVD,IGI,,,,127,20257.425743,119.1613
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,D,VVS2,HPHT,IGI,,,,115,20460.0,120.3529
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,E,VS1,CVD,IGI,,,,84,21059.405941,123.8789
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,E,VS2,CVD,IGI,,,,3,19437.0,114.3353
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,E,VS2,HPHT,IGI,,,,3,19029.411765,111.9377
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,E,VVS1,CVD,IGI,,,,12,22351.281305,131.4781
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,E,VVS1,HPHT,IGI,,,,5,22461.386139,132.1258
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,E,VVS2,CVD,IGI,,,,32,19544.554455,114.968
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,E,VVS2,HPHT,IGI,,,,3,18277.777778,107.5163
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,F,VS1,CVD,IGI,,,,1,19694.117647,115.8478
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,F,VS1,HPHT,IGI,,,,2,19851.237624,116.772
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,F,VS2,CVD,IGI,,,,7,19563.0,115.0765
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,F,VS2,HPHT,IGI,,,,1,17944.954128,105.5586
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,F,VVS2,CVD,IGI,,,,1,19541.176471,114.9481
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,OVAL,F,VVS2,HPHT,IGI,,,,5,19770.0,116.2941
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,D,IF,CVD,IGI,,,,1,42825.742574,251.9161
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,D,IF,HPHT,IGI,,,,4,42615.812464,250.6812
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,D,VS1,CVD,IGI,,,,93,20790.0,122.2941
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,D,VS1,HPHT,IGI,,,,4,20264.705882,119.2042
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,D,VS2,CVD,IGI,,,,17,21108.0,124.1647
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,D,VS2,HPHT,IGI,,,,4,20381.092437,119.8888
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,D,VVS1,CVD,IGI,,,,26,26676.0,156.9176
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,D,VVS1,HPHT,IGI,,,,16,26700.0,157.0588
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,D,VVS2,CVD,IGI,,,,166,20881.188119,122.8305
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,D,VVS2,HPHT,IGI,,,,22,20638.888889,121.4052
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,E,VS1,CVD,IGI,,,,118,20370.0,119.8235
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,E,VS1,HPHT,IGI,,,,10,19163.259958,112.7251
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,E,VS2,CVD,IGI,,,,10,20503.960396,120.6115
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,E,VS2,HPHT,IGI,,,,4,20495.049505,120.5591
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,E,VVS1,CVD,IGI,,,,11,25829.70297,151.9394
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,E,VVS1,HPHT,IGI,,,,5,25558.823529,150.346
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,E,VVS2,CVD,IGI,,,,43,19443.396226,114.3729
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,E,VVS2,HPHT,IGI,,,,10,20335.468841,119.6204
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,F,VS1,CVD,IGI,,,,19,19805.825243,116.5049
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,F,VS2,CVD,IGI,,,,4,20105.825243,118.2696
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,F,VVS1,CVD,IGI,,,,1,31500.0,185.2941
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,F,VVS2,CVD,IGI,,,,29,20044.660194,117.9098
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PEAR,F,VVS2,HPHT,IGI,,,,4,19601.777939,115.3046
C,carat_bucket+Shape+Color+Clarity+TypeName+Report,1.00-1.49,PRINCESS,D,VS1,CVD,IGI,,,,30,21101.004659,124.1236
